brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
Acer,Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop,54990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,40,12,2,1
Dell,Alienware x14 R2 Gaming Laptop,208990,72.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",LPDDR5,SSD,6GB NVIDIA GEFORCE RTX 4050,14.0,Windows 11 OS,1,4096000.0,1024.0,16.0,6,70,12,8,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,91560,66.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,4665600.0,1024.0,16.0,3,63,12,8,1
Lenovo,Thinkpad E14 20TA00J2IG Laptop,74000,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,3,2073600.0,512.0,16.0,14,23,12,2,1
Lenovo,V15 G3 Laptop,51999,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
Lenovo,V15 G3 ‎‎82C7007SGE Laptop,31990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,126,12,2,1
Lenovo,IdeaPad 3 15ITL6 82H803HLIN Laptop,32490,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,14,15,12,2,1
Lenovo,IdeaPad 5 15ITL05 82FG01UUIN Laptop,74888,64.0,Intel Core i7,"Quad Core, 8 Threads",DDR4,SSD,2GB NVIDIA GeForce MX450,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,178,12,2,1
HP,Victus 16-d0302TX Gaming Laptop,66500,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,16.1,Windows 11 OS,1,2073600.0,512.0,8.0,9,26,12,2,1
Dell,‎G16-7630 2023 Gaming Laptop,156799,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,6,71,12,4,1
Dell,2023 ‎G16-7630 Gaming Laptop,166899,82.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,32.0,6,71,12,4,1
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,89990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,6,66,12,8,1
HP,Omen 17-cm2003TX Gaming Laptop,171499,79.0,13th Gen Intel 7 13700HX ,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,17.3,Windows 11 OS,1,3686400.0,1024.0,16.0,9,54,12,4,1
HP,14s-dr3003TU 832T7PA Laptop,29999,69.32352941176471,Intel Pentium Silver N6000,"Quad Core, 4 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,1049088.0,512.0,8.0,9,181,12,2,1
Lenovo,IdeaPad 3 15ITL6 82H8038WIN Laptop,35998,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,14,15,12,2,1
Dell,Inspiron 15 3530 Laptop,44989,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,55,12,2,1
Acer,Aspire 3 A315-59 NX.K6TSI.00C Laptop,34990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Iris Xe Graphics ,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,34,12,2,1
Infinix,INBook X2 Slim Series XL23 Laptop,48990,60.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",LPDDR4X,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,12,32,12,6,1
Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,72990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,6,58,12,8,1
Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,71570,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,58,12,8,1
HP,Victus 15-fb0137AX Gaming Laptop,74990,67.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,114,12,2,1
Asus,Eeebook 15 E510MA-EJ011WS Laptop,25990,69.32352941176471,Intel Celeron N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel UHD Integrated,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,3,175,12,2,1
HP,ProBook 445 G8 7K2J8PA Business Laptop,46490,63.0,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon,14.0,DOS OS,1,2073600.0,512.0,8.0,9,117,3,2,1
Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,64590,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,6,58,12,8,1
Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,63990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,58,12,2,1
MSI,Creator Z17 HX Studio A13V Laptop,247999,69.32352941176471,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4070,17.0,Windows 11 OS,3,4096000.0,1024.0,32.0,15,75,12,4,1
Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,93990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,8.0,6,58,12,8,1
HP,Victus 15-fb0131AX Gaming Laptop,51990,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB AMD Radeon RX 5600M ,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,105,12,2,1
Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,47990,63.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,16.0,Windows 11 OS,1,2304000.0,512.0,8.0,3,131,12,2,1
Lenovo,V14 G3 82TSA01KIH Laptop,34390,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated UHD,14.0,DOS OS,1,2073600.0,512.0,8.0,14,34,3,2,1
Acer,Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop,50990,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,1,40,12,2,1
HP,15s-fq3071TU Laptop,28490,69.32352941176471,Intel Celeron  N4500,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD Graphics,15.0,Windows 11  OS,1,1049088.0,512.0,8.0,9,173,11,2,1
MSI,Katana 15 B12UDXK-1017IN Gaming Laptop,79990,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,15,48,12,4,1
MSI,Katana 15 B12UDXK-1019IN Gaming Laptop,79990,75.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,1024.0,16.0,15,40,12,4,1
Acer,One 14 Z2-493 Business Laptop,29990,69.32352941176471,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Radeon Graphics,14.0,Windows 11 OS,1,1049088.0,512.0,8.0,1,88,12,2,1
HP,Victus 15-fb0135AX Gaming Laptop,59990,64.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,9,105,12,2,1
Acer,Swift Edge 16 2023 Laptop,107399,69.32352941176471,7th Gen AMD Ryzen 7040 Series 040,"Octa Core, 16 Threads",LPDDR5,SSD,AMD Radeon AMD,16.0,Windows 11 OS,1,9216000.0,1024.0,16.0,1,140,12,8,1
Dell,G15-5530 Gaming 2023 Laptop,129199,76.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,71,12,4,1
Dell,G15-5530 Gaming Laptop,119990,73.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,71,12,4,1
Dell,‎G16-7630 Gaming Laptop,187490,79.0,13th Gen Intel Core i9 13900HX ,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,6,77,12,4,1
Dell,G15-5530 2023 Gaming Laptop,125699,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,6,71,12,4,1
Acer,Aspire Vero AV14-52P NX.KJTSI.002 Laptop,49990,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",LPDDR4X,SSD,Intel Integrated UHD,14.0,Windows OS,1,2073600.0,512.0,16.0,1,56,13,6,1
Acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop,56990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,1,58,12,8,1
Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,44990,69.32352941176471,13th Gen ‎Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Integrated Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,80,12,2,1
Asus,TUF A15 FA577RM-HQ032WS Laptop,110000,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",DDR,SSD,6GB NVIDIA GeForce RTX 3060,15.6,Windows 11  OS,1,3686400.0,1024.0,16.0,3,122,11,0,1
Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,189990,89.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,14.0,Windows 11 OS,1,4096000.0,1024.0,32.0,3,143,12,4,1
Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,129990,73.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,73,12,2,1
Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,131990,84.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",DDR4,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,3,143,12,2,1
